"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2631","10842971","Rtel1","362288","regulator of telomere elongation helicase 1",1.12130292671501,8.71155365186317,12.6071787699869,4.40254306687566e-11,5.95544007591908e-09,15.5473289383096
"2114","10816807","Pbxip1","310644","PBX homeobox interacting protein 1",0.744144124277966,9.56557396625844,12.266537675441,7.22945482816413e-11,9.49184892733079e-09,15.046261826996
"2128","10817512","Sv2a","117559","synaptic vesicle glycoprotein 2a",1.50534327939949,7.86488226598078,11.982271177123,1.10263389427041e-10,1.40633077257803e-08,14.6193500700938
"1078","10761992","P2rx7","29665","purinergic receptor P2X 7",-1.02106347372981,6.80997704202194,-11.9331686689833,1.18695635172223e-10,1.47182587613557e-08,14.5447823630294
"2092","10815919","Ppm1l","310506","protein phosphatase, Mg2+/Mn2+ dependent, 1L",1.02656979343861,8.26317945208866,11.9103272881576,1.22844647428079e-10,1.48210407059174e-08,14.5100113364049
"4068","10920561","Ccrl2","316019","C-C motif chemokine receptor like 2",-2.02155319397967,10.4804061646592,-11.8764597955222,1.29276876522132e-10,1.51866309682842e-08,14.4583571783538
"1200","10767716","Lax1","498232","lymphocyte transmembrane adaptor 1",1.00985035475308,11.3870742956298,11.8575370992411,1.33022700329222e-10,1.52259829299909e-08,14.4294453464811
"4455","10940659","Pecam1","29583","platelet and endothelial cell adhesion molecule 1",-0.704997103571261,10.1855155371907,-11.5798565554514,2.03098463495477e-10,2.26657885260953e-08,14.0009108414701
"1482","10782511","Nek10","305710","NIMA-related kinase 10",-1.1410320974588,7.44028706496619,-11.415012918341,2.62045974863566e-10,2.78517436140705e-08,13.7426777679014
"2276","10824294","Pmf1","681050","polyamine-modulated factor 1",-0.93095480759266,8.07491606293866,-11.4192845431401,2.60312290649228e-10,2.78517436140705e-08,13.7494059711531
"233","10714900","Ifit2","294091","interferon-induced protein with tetratricopeptide repeats 2",-1.6009789153984,8.41331625697855,-11.3690696861099,2.81471391099555e-10,2.92206579039166e-08,13.6701891652219
"3538","10892265","Ckb","24264","creatine kinase B",0.820827533295361,9.36120315040936,11.1098362451317,4.23087222537229e-10,4.29241218501407e-08,13.2568892706894
"226","10714537","Smarca2","361745","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",0.707090422470516,9.14000739944888,11.0450712258652,4.68944546929285e-10,4.57188856546029e-08,13.1524839618264
"3951","10914833","Cep126","315409","centrosomal protein 126",-0.847786155506904,5.58785062297506,-11.0421681010478,4.71117549308184e-10,4.57188856546029e-08,13.1477930730685
"2477","10835242","Ptpa","362102","protein phosphatase 2 phosphatase activator",0.841945771448076,9.74821951155859,11.0213875508852,4.8698128994361e-10,4.62528612406016e-08,13.1141884196413
"3243","10876045","B4galt1","24390","beta-1,4-galactosyltransferase 1",0.785946090952587,10.8067556868421,10.9833447725787,5.17480829067203e-10,4.71435596113468e-08,13.0525443043065
"3268","10877532","Tnfsf15","252878","TNF superfamily member 15",-1.78543702134893,8.75573941615163,-10.9871442292535,5.14347258799092e-10,4.71435596113468e-08,13.0587081458788
"1146","10765625","Cd244","64025","CD244 molecule",-1.5808081245318,9.16925287665347,-10.9297610082119,5.63853552912153e-10,4.94558080480259e-08,12.9654439775442
"2909","10859119","Clec12a","680338","C-type lectin domain family 12, member A",-1.49242675867635,9.21932088956203,-10.9284738249908,5.6501931237664e-10,4.94558080480259e-08,12.9633477140084
"4008","10917727","Neil1","367090","nei-like DNA glycosylase 1",1.73105086940927,8.56029189293309,10.9099523953201,5.82074236844792e-10,4.99688344860606e-08,12.9331637741443
"2197","10819975","Wls","362065","Wnt ligand secretion mediator",-1.14617620561016,7.02723983341598,-10.8717846547734,6.18932022227386e-10,5.21304254193029e-08,12.8708412454064
"1027","10758777","Oas1a","192281","2'-5' oligoadenylate synthetase 1A",-1.46224600139963,7.53193841232621,-10.7899990014061,7.0632975568717e-10,5.83899264701394e-08,12.7367438610667
"1092","10762775","Tchp","304547","trichoplein, keratin filament binding",-0.899314607314593,8.27999165849474,-10.7506963493042,7.52810242858018e-10,6.1100816802149e-08,12.6720329407625
"1531","10785620","Commd6","498559","COMM domain containing 6",0.810502668036712,8.88063018412971,10.6935679456923,8.26125956572073e-10,6.58540405381738e-08,12.5776587147973
"777","10745834","Appbp2","303396","amyloid beta precursor protein binding protein 2",-0.579626717549619,11.3286456240724,-10.6666395483815,8.63225608858003e-10,6.64386054817608e-08,12.5330445743354
"2075","10815049","Spry1","294981","sprouty RTK signaling antagonist 1",-1.26454227265204,8.86947645772327,-10.6706903749112,8.57535728507044e-10,6.64386054817608e-08,12.5397611662166
"1469","10781877","Acod1","306127","aconitate decarboxylase 1",-3.13782718443356,11.6461205591396,-10.5966717061719,9.67955215554808e-10,7.20158680372777e-08,12.4167349241516
"1585","10788782","Hgsnat","361165","heparan-alpha-glucosaminide N-acetyltransferase",0.708509523907697,9.10606116246541,10.5980292066151,9.65802182108009e-10,7.20158680372777e-08,12.4189968980076
"277","10717331","Sgk1","29517","serum/glucocorticoid regulated kinase 1",-0.978218509959873,11.7813765278588,-10.4979290609268,1.13876881842048e-09,8.24243821091574e-08,12.2516305825187
"909","10753017","Mis18a","288272","MIS18 kinetochore protein A",1.16391522396401,5.91725989964385,10.494739533353,1.14478308484941e-09,8.24243821091574e-08,12.2462786211523
"31","10703104","Pacrg","499021","parkin coregulated",-1.14564116745569,10.5991999998389,-10.4556777655204,1.22117909148889e-09,8.51772416313501e-08,12.1806376718734
"2558","10839075","Tmem62","311350","transmembrane protein 62",-0.921644551196289,9.91490780644122,-10.4603663875634,1.21173559941346e-09,8.51772416313501e-08,12.1885260141165
"2400","10830630","Rtn4ip1","309912","reticulon 4 interacting protein 1",0.94341390192448,6.78910680974217,10.2998248977965,1.58291231572488e-09,1.08709547344551e-07,11.9169573403428
"886","10751636","Muc20","303886","mucin 20, cell surface associated",1.36244562592219,10.8048892727447,10.2730665037748,1.65547140776017e-09,1.1197006612487e-07,11.8713981030409
"4368","10937624","Mid1","54252","midline 1",1.87837260529636,6.85146076470404,10.228959089323,1.78272143828405e-09,1.18777141798508e-07,11.7961148191338
"1018","10758351","Niacr1","353250","niacin receptor 1",-1.3977664256954,12.1006853184242,-10.1087409302264,2.1838923145488e-09,1.41288337567331e-07,11.5897468459433
"1282","10771669","Sdad1","289504","SDA1 domain containing 1",0.688919765075907,9.674438602346,10.1148493232976,2.16139948017938e-09,1.41288337567331e-07,11.6002743171889
"3065","10866091","LOC690020","690020","similar to killer cell lectin-like receptor, subfamily A, member 17",-1.65303840809694,6.55129467541243,-10.0145648726062,2.56322697171411e-09,1.612598416675e-07,11.4268710477377
"3067","10866120","Ly49si1","494206","immunoreceptor Ly49si1",-1.70278479694122,7.04580425107428,-10.0060005053178,2.60096518818549e-09,1.612598416675e-07,11.4120059934264
"4201","10927692","Fhl2","63839","four and a half LIM domains 2",0.840820671117184,10.9276240170664,10.014125474885,2.56514921923313e-09,1.612598416675e-07,11.4261086072953
"431","10726269","Chst15","286974","carbohydrate sulfotransferase 15",-1.25674414839687,7.5804321375516,-9.90128224698303,3.11204452958982e-09,1.90303654521767e-07,11.2295276683583
"417","10725556","Nsmce1","361645","NSE1 homolog, SMC5-SMC6 complex component",0.768027535194497,9.18510141333573,9.88274953271573,3.21286274591602e-09,1.91229590636922e-07,11.197094048778
"2203","10820327","Zcchc9","309986","zinc finger CCHC-type containing 9",0.87332974146115,8.02972568702965,9.88425415054422,3.20455237660352e-09,1.91229590636922e-07,11.1997288071023
"3560","10893484","Ncln","314648","nicalin",0.800607555133857,8.59196351060495,9.74069221596735,4.10780862049964e-09,2.41279706340926e-07,10.947083804114
"3775","10905521","Pdgfb","24628","platelet derived growth factor subunit B",-1.11929249784064,7.81608470865169,-9.68352812982883,4.53781068453116e-09,2.63075154490222e-07,10.8457768363348
"1627","10791604","Dctd","290741","dCMP deaminase",1.18860294595783,7.81493914730079,9.66154169443601,4.71542526912001e-09,2.69867415401945e-07,10.8067042444945
"2943","10860801","Samd9","500011","sterile alpha motif domain containing 9",-1.53594098105834,9.06660573416673,-9.64546664817314,4.84984696297646e-09,2.74047048642113e-07,10.7780988798117
"1229","10769488","Xcl1","171371","X-C motif chemokine ligand 1",-3.27927397586582,9.22052685590871,-9.61153882115008,5.14678995149482e-09,2.87190879293411e-07,10.717619041695
"4198","10927603","Chst10","140568","carbohydrate sulfotransferase 10",-0.84501498784607,7.43408050703181,-9.55421781198493,5.69214620438295e-09,3.13700501930438e-07,10.6151118776244
"1188","10767299","Zranb3","304761","zinc finger RANBP2-type containing 3",-0.845781271519592,7.47664753074892,-9.50225870311612,6.23839360181041e-09,3.39612061444899e-07,10.5218376661911
"1609","10790563","Cdhr1","93662","cadherin-related family member 1",-1.15899977273951,7.70095786873373,-9.47056631655381,6.59806185046524e-09,3.49632407931757e-07,10.4647785459033
"4222","10928761","Fn1","25661","fibronectin 1",1.29152139528671,11.8318132967684,9.47218180440446,6.57921701184317e-09,3.49632407931757e-07,10.4676901377833
"4359","10936925","Lancl3","302540","LanC like 3",1.71881324654557,6.6847534306109,9.46550833798705,6.65742712235649e-09,3.49632407931757e-07,10.4556604294143
"1724","10796226","Gata3","85471","GATA binding protein 3",1.10545689768244,8.73684935003743,9.45431021272367,6.79084133045927e-09,3.52492043013607e-07,10.4354618720187
"608","10736802","Slfn4","114247","schlafen 4",-1.24288382610112,11.771870340218,-9.44159182431865,6.9457419411162e-09,3.563884140821e-07,10.4125019547182
"3345","10881885","Vamp3","29528","vesicle-associated membrane protein 3",0.707255313277871,9.02877569767854,9.42023035466833,7.2142203981633e-09,3.65957725652284e-07,10.3738930996316
"2183","10819489","Gbp5","362050","guanylate binding protein 5",-1.09125017955723,11.6338597916615,-9.40192292757401,7.45288751848241e-09,3.69663220916728e-07,10.340758213191
"2807","10853691","C1galt1","65044","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",0.923824709051814,11.5718830338209,9.40507448002709,7.41122483253774e-09,3.69663220916728e-07,10.3464652782967
"551","10733680","Gpx3","64317","glutathione peroxidase 3",-1.49933903988805,8.58883759657391,-9.38274149484099,7.71176178970775e-09,3.78300050870938e-07,10.3059959150705
"3267","10877507","Whrn","313255","whirlin",-0.637978212358265,8.62230730309699,-9.33642372225326,8.37610592256233e-09,4.06423226503459e-07,10.2218622563754
"1468","10781849","Lmo7","361084","LIM domain 7",-0.890475384059994,6.94243592347781,-9.31852576524735,8.64849808342607e-09,4.15127908004451e-07,10.1892785603744
"650","10739160","Prr29","287761","proline rich 29",-0.862273761303918,7.69622552950212,-9.30149396908372,8.91625515128561e-09,4.21976339309422e-07,10.1582338518121
"3118","10869010","Zfp189","313219","zinc finger protein 189",-0.708524150152348,10.1760173739324,-9.29750311249501,8.98023123530356e-09,4.21976339309422e-07,10.1509541707623
"4163","10925933","Tmem200c","501201","transmembrane protein 200C",-0.565088570282295,6.02929606091072,-9.28558139070991,9.17419832045379e-09,4.26600221901101e-07,10.1291957806343
"656","10739353","Kcnj2","29712","potassium inwardly-rectifying channel, subfamily J, member 2",-1.40332693649157,9.30775550047166,-9.27230642887358,9.39531017231442e-09,4.32377985661975e-07,10.1049462408613
"899","10752262","LOC100361706","100361706","lambda-chain C1-region-like",-1.45383929855806,9.96069730983006,-9.25833692665743,9.63397363660716e-09,4.388373297328e-07,10.079403667795
"3752","10904377","Ptk2","25614","protein tyrosine kinase 2",0.768265398472326,7.62848222476607,9.1690902288116,1.13149669480009e-08,5.10202146018949e-07,9.915630516024
"1655","10792662","Arhgef10","306618","Rho guanine nucleotide exchange factor 10",-0.802572819064368,7.13425349986717,-9.15814088428655,1.15412331412906e-08,5.15200647427213e-07,9.89546738827844
"875","10751115","Boc","360715","BOC cell adhesion associated, oncogene regulated",-0.688770877148409,6.87739376653304,-9.14791093855662,1.17568782624557e-08,5.19630738253487e-07,9.87661509028313
"1670","10793771","Agtpbp1","290986","ATP/GTP binding protein 1",0.78692716095963,7.59129192734356,9.13666113892629,1.19988569029408e-08,5.25126443281647e-07,9.85586779591907
"2840","10855387","Gimap4","286938","GTPase, IMAP family member 4",0.656364917663463,11.5973318501382,9.12507865494464,1.22533978737605e-08,5.25953539504491e-07,9.8344899186508
"4230","10929153","Resp18","50561","regulated endocrine-specific protein 18",0.811202334142837,6.91525617125925,9.12867732578486,1.21737174159756e-08,5.25953539504491e-07,9.84113386368632
"2897","10858776","Lpar5","500317","lysophosphatidic acid receptor 5",-0.850929806575755,7.47721844414807,-9.08618936620077,1.31498193060559e-08,5.5905517506889e-07,9.7625850807254
"2185","10819523","Gbp2","171164","guanylate binding protein 2",-0.952781516407168,10.9108031947424,-9.05918958827445,1.38120058103694e-08,5.81667867334804e-07,9.71254859362231
"56","10704665","Pglyrp1","84387","peptidoglycan recognition protein 1",-2.64658882936559,9.27572563389283,-9.04773281758174,1.41033608579479e-08,5.82938915461846e-07,9.69128819250562
"920","10753861","Retnlg","288135","resistin-like gamma",-3.42638219999124,9.37170643624802,-9.04929683613042,1.40632135700766e-08,5.82938915461846e-07,9.69419155317054
"312","10719204","Ehd2","361512","EH-domain containing 2",-1.21306266600054,8.70863834662723,-9.02887067364384,1.45970136868948e-08,5.97807973378885e-07,9.65624855704532
"870","10750958","Trat1","498075","T cell receptor associated transmembrane adaptor 1",1.1096279008613,9.2466745303631,8.99735666959591,1.54621801964886e-08,6.10824534487832e-07,9.59760300502457
"2304","10825328","Phgdh","58835","phosphoglycerate dehydrogenase",-0.813367552302331,8.95610506531698,-9.00086176562597,1.5363377987099e-08,6.10824534487832e-07,9.604132136593
"3060","10866052","Klrc3","500338","killer cell lectin like receptor C3",1.71800020633568,9.50641629200536,9.00185296140794,1.5335556989024e-08,6.10824534487832e-07,9.6059782010944
"4380","10938384","Pdk3","296849","pyruvate dehydrogenase kinase 3",-1.04373503674206,10.5687598958892,-9.00111493147204,1.5356267122592e-08,6.10824534487832e-07,9.60460366049816
"1706","10795198","LOC102549173","102549173","histone H3.2-like",-0.711793194839517,7.55952095945524,-8.99044988487615,1.56588041202941e-08,6.12329926724007e-07,9.58473269388049
"2673","10845751","Grb14","58844","growth factor receptor bound protein 14",-1.04543317248777,6.42762933622117,-8.98642332842036,1.57746284886337e-08,6.12329926724007e-07,9.57722662708347
"3189","10872949","Hmgcl","79238","3-hydroxy-3-methylglutaryl-CoA lyase",-0.617518102542681,9.0516312059766,-8.97364818873079,1.61480267600435e-08,6.2142061600719e-07,9.5533980220253
"2520","10837351","Slc43a1","311168","solute carrier family 43 member 1",-0.984211111190086,8.24968799419192,-8.93435690418126,1.73550013240975e-08,6.56548524667553e-07,9.47997754477095
"3981","10916432","Gramd1b","300644","GRAM domain containing 1B",-0.809625821805421,9.88482075622622,-8.93438788889896,1.73540134937214e-08,6.56548524667553e-07,9.48003552265246
"1602","10789869","Cacna1d","29716","calcium voltage-gated channel subunit alpha1 D",-0.903088550217347,6.68873912354474,-8.90404839608918,1.83497757899926e-08,6.82611659387724e-07,9.42320501083761
"2148","10818108","Rhoc","295342","ras homolog family member C",-0.651542380077844,8.24492920573935,-8.90806911418117,1.82144759215077e-08,6.82611659387724e-07,9.43074333440801
"215","10713904","Cyb561a3","361729","cytochrome b561 family, member A3",-0.652779259363138,10.4088560573451,-8.88775227252544,1.89089177732932e-08,6.95611876220662e-07,9.39263028104146
"1321","10774163","LOC688553","688553","hypothetical protein LOC688553",-1.02011351179047,8.95368946075275,-8.88483403236654,1.90108980508335e-08,6.95611876220662e-07,9.38715142652503
"1285","10771883","Jchain","360922","joining chain of multimeric IgA and IgM",-2.09433793377248,8.96677908456932,-8.87228982695185,1.945580573921e-08,7.06103388779134e-07,9.36358761190095
"3830","10907992","Ccdc82","300359","coiled-coil domain containing 82",0.770534959380038,9.00371860318377,8.85721732248225,2.00047068679786e-08,7.20169447247231e-07,9.33524726407139
"3136","10869987","Hook1","313370","hook microtubule-tethering protein 1",0.667697713964055,5.37460352188825,8.79112209336439,2.26082081489233e-08,8.07384329414348e-07,9.2106191393224
"3546","10892643","Igh-6","299357","immunoglobulin heavy chain 6",-1.400649473819,9.28869344035263,-8.78459989324949,2.28835003261654e-08,8.10729725841289e-07,9.19828991367998
"3007","10863430","Hk2","25059","hexokinase 2",0.692970426897151,9.23484309458305,8.77914005545571,2.31166242971545e-08,8.12540243011794e-07,9.18796462527458
"4109","10922857","Il1rl1","25556","interleukin 1 receptor-like 1",-1.31017236781471,6.26724796469444,-8.73282770529905,2.51959099910494e-08,8.78707360937848e-07,9.10022410082388
"1854","10803359","Dsc2","291760","desmocollin 2",0.898237646800212,7.1539683446453,8.70530257106248,2.65227252648433e-08,9.17809655676437e-07,9.04794288863462
"447","10726758","Irf7","293624","interferon regulatory factor 7",-1.58509772820852,9.72250294569714,-8.68200797520655,2.77021601222933e-08,9.51249559891672e-07,9.00361910720505
"1475","10782166","Pcca","687008","propionyl-CoA carboxylase subunit alpha",1.05438844272056,8.57264679833971,8.65668775918523,2.90460172996921e-08,9.89781841418515e-07,8.95535982665519
"3461","10888131","Kcng3","171011","potassium voltage-gated channel modifier subfamily G member 3",-1.5216486603121,8.18953321876086,-8.64406006920667,2.97413125333185e-08,1.00579711476314e-06,8.93126031389019
"741","10744324","Slc2a4","25139","solute carrier family 2 member 4",-1.33352228144682,8.73962864149131,-8.62250890853023,3.09680730748235e-08,1.03940961057152e-06,8.89008195442447
"396","10724377","Trim5","308906","tripartite motif-containing 5",0.578956288973524,10.9190739361193,8.59889597135476,3.23725946266076e-08,1.06258281186159e-06,8.84489352330219
"1100","10763149","Oas2","363938","2'-5' oligoadenylate synthetase 2",-0.741752582342454,6.61151591548102,-8.59964538239095,3.23270192740991e-08,1.06258281186159e-06,8.84632881714419
"2622","10842525","Cass4","296409","Cas scaffold protein family member 4",-1.66295435764843,9.43540050714114,-8.60349314479305,3.20940631886218e-08,1.06258281186159e-06,8.8536969919748
"2993","10862765","Herc6","362376","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6",-0.856769755847406,9.6598666855011,-8.56339116250349,3.46099606975758e-08,1.12505701227249e-06,8.77680836160919
"3354","10882317","Isg15","298693","ISG15 ubiquitin-like modifier",-2.16470744263161,8.72041044109652,-8.56079097200818,3.47799882826172e-08,1.12505701227249e-06,8.77181558203545
"620","10737429","Mmd","303439","monocyte to macrophage differentiation-associated",1.0843259734825,9.90901637060562,8.50843716693464,3.83940075209191e-08,1.22636412875308e-06,8.67109690887998
"1175","10766959","Kdsr","360833","3-ketodihydrosphingosine reductase",0.59799829971212,9.09019764112919,8.50450483144551,3.86807150707167e-08,1.22636412875308e-06,8.66351714192012
"2779","10851739","Slc35c2","311637","solute carrier family 35 member C2",0.698020158307569,8.99901679606393,8.50375054053221,3.87359637442171e-08,1.22636412875308e-06,8.66206297459274
"289","10718108","Ccr6","308163","C-C motif chemokine receptor 6",0.787390512476235,8.13286748902283,8.47907242208021,4.0589379733176e-08,1.27015458051439e-06,8.61444526192765
"1820","10800919","Egr1","24330","early growth response 1",-0.994947546906054,12.0563843669502,-8.47778967539382,4.06881955675531e-08,1.27015458051439e-06,8.61196791933288
"1055","10760760","LOC288521","288521","similar to Leukosialin precursor (Leucocyte sialoglycoprotein) (Sialophorin) (CD43) (W3/13 antigen)",1.12504246649728,7.11825870097213,8.44095842621362,4.36344301444695e-08,1.35010953912579e-06,8.54074298260033
"2216","10821370","Gzma","266708","granzyme A",-1.73280759623499,9.40661182273578,-8.43831315894174,4.38543645101344e-08,1.35010953912579e-06,8.53562055846296
"2844","10855416","Tmem176a","297077","transmembrane protein 176A",-1.36808700888494,8.08761483079643,-8.42685879551824,4.48200468652275e-08,1.37038828223545e-06,8.5134290040715
"2672","10845708","Ifih1","499801","interferon induced with helicase C domain 1",-1.26739346714688,9.6272236725947,-8.41093938342347,4.61988927975056e-08,1.40293780576915e-06,8.48255784905222
"3958","10915071","Cep295","363018","centrosomal protein 295",0.715998876636895,8.41872029102146,8.3973657491229,4.74092546325484e-08,1.42996562621416e-06,8.45620894618883
"2841","10855393","Gimap7","500113","GTPase, IMAP family member 7",0.575726272034382,10.4750190568504,8.33795578477487,5.31062184027318e-08,1.59104804664292e-06,8.34059372579349
"1211","10768346","Rgs1","54289","regulator of G-protein signaling 1",-0.82973184580174,9.97282475704967,-8.30913763032586,5.61207209602983e-08,1.67015265577848e-06,8.28434190988798
"2308","10825464","Cd2","497761","Cd2 molecule",1.07601029074547,10.4746332243699,8.27223604204851,6.02415365061857e-08,1.78091535737492e-06,8.21214919407242
"1380","10778137","Nefh","24587","neurofilament heavy",-0.928121672321953,6.59578513750228,-8.2596299111499,6.17200564805894e-08,1.81262060611415e-06,8.18744527060464
"429","10726120","RGD1310127","361654","similar to cDNA sequence BC017158",0.692788474183544,7.32860282871048,8.24595163518663,6.33669005555391e-08,1.84882251032632e-06,8.16061618619797
"2375","10829313","Trpm2","294329","transient receptor potential cation channel, subfamily M, member 2",-1.03628696275156,8.76130773525137,-8.2108889526154,6.77995227162913e-08,1.96530564549042e-06,8.09172828029569
"2012","10812270","Mctp1","309928","multiple C2 and transmembrane domain containing 1",-1.24152518538052,8.4546286901684,-8.20005669128093,6.92329192683572e-08,1.99390807492869e-06,8.0704126915275
"4422","10940481","Rps9","81772","ribosomal protein S9",0.463175578983263,11.2927959651214,8.191529177906,7.03833904437075e-08,2.01404778808148e-06,8.05362127181165
"892","10752007","Dgkg","25666","diacylglycerol kinase, gamma",-0.675335487391886,9.77333914315537,-8.18254443599737,7.16169809951133e-08,2.03629428765723e-06,8.03591896173021
"3542","10892560","LOC314509","314509","similar to single chain Fv antibody fragment scFv 7-10A",-0.93498064743468,6.98153722871425,-8.17352426090704,7.28779679708511e-08,2.05903322165747e-06,8.01813592917003
"3227","10875300","Penk","29237","proenkephalin",-0.634249050083262,7.02992910926252,-8.14477825910479,7.70521187976226e-08,2.16327458058231e-06,7.96139100695744
"445","10726687","Ifitm6","309104","interferon induced transmembrane protein 6",-2.64043624621062,8.3194056309399,-8.11475984510982,8.16759694063422e-08,2.27875954643695e-06,7.90201573182722
