"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"3068","10866142","LOC103690111","103690111","killer cell lectin-like receptor 5",-2.00187719321518,7.93625572724742,-16.9317542396632,1.79371796534907e-13,5.71939785522731e-11,21.0515952484665
"3201","10874095","Clstn1","313717","calsyntenin 1",-1.63735399408703,7.81473066990854,-16.6818623866269,2.38155583110312e-13,7.08751015336288e-11,20.7716377577854
"4303","10933449","Ca5b","302669","carbonic anhydrase 5B",-2.25091657439488,9.08046805269253,-16.3785275852724,3.37651868643298e-13,9.42048713514803e-11,20.4263168907206
"409","10724895","Lyve1","293186","lymphatic vessel endothelial hyaluronan receptor 1",2.28904317873216,10.4911699564257,16.2735866187747,3.81492465225504e-13,1.00175433221568e-10,20.3054207155939
"768","10745595","Slfn13","303378","schlafen family member 13",-1.33660529107638,9.97467782131065,-15.8216535555141,6.50470881968356e-13,1.61316778728152e-10,19.7761547185474
"1078","10761992","P2rx7","29665","purinergic receptor P2X 7",-1.28213097352364,6.80997704202194,-14.9842645011059,1.81131091496881e-12,4.25562732864252e-10,18.7568634499967
"4198","10927603","Chst10","140568","carbohydrate sulfotransferase 10",-1.31285982488997,7.43408050703181,-14.8439363845794,2.16059258241795e-12,4.82244264395687e-10,18.5809239667771
"3282","10878221","Dock7","313388","dedicator of cytokinesis 7",-1.41227141172912,7.74205267597279,-14.773154608954,2.36282037171765e-12,5.02268101873695e-10,18.4916026835772
"4455","10940659","Pecam1","29583","platelet and endothelial cell adhesion molecule 1",-0.860956226892961,10.1855155371907,-14.1415469048596,5.33605357744675e-12,1.08273378044192e-09,17.6769652053809
"129","10708665","Rab30","308821","RAB30, member RAS oncogene family",1.42064100896735,8.77348484696994,13.9848526354798,6.5616262540781e-12,1.17164398392819e-09,17.4698288117683
"1482","10782511","Nek10","305710","NIMA-related kinase 10",-1.39915985948173,7.44028706496619,-13.9973519643998,6.45384715856355e-12,1.17164398392819e-09,17.4864271403595
"2035","10812954","Plk2","83722","polo-like kinase 2",-2.1780905662041,9.77154700620285,-14.0419023826364,6.08449708801387e-12,1.17164398392819e-09,17.5454808106389
"2197","10819975","Wls","362065","Wnt ligand secretion mediator",-1.45795075489434,7.02723983341598,-13.8290487683241,8.07448270299602e-12,1.38632656869901e-09,17.2618246699709
"3334","10881167","Ddi2","313668","DNA damage inducible 1 homolog 2",0.869125751795105,10.3231934670499,13.7812661006869,8.60823821622493e-12,1.42322871841585e-09,17.1976197062156
"2037","10812973","Mier3","310086","MIER family member 3",-0.871465509877774,10.4989343935863,-13.4794368299951,1.29524303738183e-11,2.06498747102589e-09,16.7874994903122
"1598","10789670","Lig4","290907","DNA ligase 4",1.15938064922565,8.31563493757996,13.4155216045711,1.41363591313547e-11,2.17602438490922e-09,16.6996298614484
"1321","10774163","LOC688553","688553","hypothetical protein LOC688553",-1.49747678886421,8.95368946075275,-13.0425022143148,2.37126515287525e-11,3.52844254747838e-09,16.1795069404499
"3360","10882755","Cript","56725","CXXC repeat containing interactor of PDZ3 domain",0.961504954915018,9.52101516143725,12.8566680221693,3.08186725306788e-11,4.43788884441774e-09,15.9156406785131
"3187","10872935","Cnr2","57302","cannabinoid receptor 2",0.877117258083706,10.0015076584364,12.6325785230533,4.24448577278639e-11,5.92105765303701e-09,15.5931505611116
"1077","10761978","P2rx4","29659","purinergic receptor P2X 4",-1.12787584521499,9.14673622085705,-12.5682191181403,4.65701721845943e-11,6.29967420097057e-09,15.4996467615868
"2543","10838354","Lgr4","286994","leucine-rich repeat-containing G protein-coupled receptor 4",-1.32979775406288,6.69755605721989,-12.1295464264331,8.85197114100558e-11,1.12900569066997e-08,14.8515792860721
"4357","10936917","Xk","497078","X-linked Kx blood group",2.25540046409884,8.89783905170315,12.1363422414836,8.76314060549749e-11,1.12900569066997e-08,14.8617642125969
"777","10745834","Appbp2","303396","amyloid beta precursor protein binding protein 2",-0.65177892480339,11.3286456240724,-11.9944278716142,1.08273821926579e-10,1.34259539188957e-08,14.6481101841921
"2128","10817512","Sv2a","117559","synaptic vesicle glycoprotein 2a",1.48770656646325,7.86488226598078,11.8418860038757,1.36206336827456e-10,1.64331104756152e-08,14.4161724523839
"2568","10839443","Slc27a2","65192","solute carrier family 27 member 2",-1.80024150375484,6.99000079128992,-11.5920483037688,1.99328022484115e-10,2.2815392112028e-08,14.0310978749719
"2663","10845124","Rnd3","295588","Rho family GTPase 3",-1.49137627266446,6.23987880391276,-11.6017906909623,1.96367538821502e-10,2.2815392112028e-08,14.046236291058
"2092","10815919","Ppm1l","310506","protein phosphatase, Mg2+/Mn2+ dependent, 1L",0.993359243488121,8.26317945208866,11.5250163995475,2.21000512583927e-10,2.46636572043663e-08,13.926666768003
"2276","10824294","Pmf1","681050","polyamine-modulated factor 1",-0.927097748290071,8.07491606293866,-11.3719730546373,2.80200485223225e-10,3.05076820984507e-08,13.6864418424694
"1092","10762775","Tchp","304547","trichoplein, keratin filament binding",-0.946084786699435,8.27999165849474,-11.3098021312845,3.087704372496e-10,3.20546798112143e-08,13.5881362001198
"3243","10876045","B4galt1","24390","beta-1,4-galactosyltransferase 1",0.809421907515841,10.8067556868421,11.311411786462,3.07993690563893e-10,3.20546798112143e-08,13.590686684159
"909","10753017","Mis18a","288272","MIS18 kinetochore protein A",1.24834042469911,5.91725989964385,11.2559809653091,3.35952576250227e-10,3.40839159177503e-08,13.5026951345145
"4068","10920561","Ccrl2","316019","C-C motif chemokine receptor like 2",-1.90700080469615,10.4804061646592,-11.2034738707104,3.64880140916103e-10,3.61961099788775e-08,13.4190361490951
"3118","10869010","Zfp189","313219","zinc finger protein 189",-0.84310199551923,10.1760173739324,-11.0634809354138,4.55405564008591e-10,4.32538391007308e-08,13.1945084605235
"3951","10914833","Cep126","315409","centrosomal protein 126",-0.850284527802134,5.58785062297506,-11.0747086735539,4.4734881376159e-10,4.32538391007308e-08,13.2125958228386
"954","10755206","Vps8","287990","VPS8 subunit of CORVET complex",-0.698660193999675,9.33164853388441,-11.0438645399536,4.69846486574123e-10,4.36957232513935e-08,13.1628738246173
"215","10713904","Cyb561a3","361729","cytochrome b561 family, member A3",-0.808519459321511,10.4088560573451,-11.0081939015288,4.9734107924463e-10,4.53087873009802e-08,13.1052395706419
"951","10755088","Rtp4","360733","receptor (chemosensory) transporter protein 4",-1.51576392138765,6.72669370421967,-10.9017436189905,5.89803663254027e-10,5.26576710553195e-08,12.9323999041071
"4201","10927692","Fhl2","63839","four and a half LIM domains 2",0.905134045094869,10.9276240170664,10.780094032568,7.17754689200552e-10,6.28246457370836e-08,12.7333207747303
"2251","10823254","Nbea","361948","neurobeachin",-0.740207744262016,5.35359432692354,-10.7210301682031,7.89996672940548e-10,6.78181759232039e-08,12.6360574418547
"3189","10872949","Hmgcl","79238","3-hydroxy-3-methylglutaryl-CoA lyase",-0.733047274769651,9.0516312059766,-10.6524947566797,8.83403794056454e-10,7.44059346541134e-08,12.5226971031736
"1469","10781877","Acod1","306127","aconitate decarboxylase 1",-3.13321708250639,11.6461205591396,-10.5811030550695,9.93007742085812e-10,8.20886400124271e-08,12.4040381619969
"31","10703104","Pacrg","499021","parkin coregulated",-1.14395897665852,10.5991999998389,-10.4403252752163,1.25264051147504e-09,1.01668858967719e-07,12.1683230617887
"551","10733680","Gpx3","64317","glutathione peroxidase 3",-1.66591888837431,8.58883759657391,-10.4251846081165,1.28449461200771e-09,1.02392570500044e-07,12.1428341944909
"2400","10830630","Rtn4ip1","309912","reticulon 4 interacting protein 1",0.952910586010003,6.78910680974217,10.4035059894055,1.33157839374698e-09,1.04283613152395e-07,12.1062920919937
"2631","10842971","Rtel1","362288","regulator of telomere elongation helicase 1",0.919761489037679,8.71155365186317,10.3411818891957,1.47720771364325e-09,1.13694055753508e-07,12.0009290684169
"1585","10788782","Hgsnat","361165","heparan-alpha-glucosaminide N-acetyltransferase",0.68780162225702,9.10606116246541,10.2882762123417,1.61381369455746e-09,1.22102785296687e-07,11.9111288070701
"2634","10843132","Polr3k","366277","RNA polymerase III subunit K",-0.622455886566884,8.55877898067937,-10.2613126231002,1.68842940314563e-09,1.25619147594035e-07,11.8652341740788
"4222","10928761","Fn1","25661","fibronectin 1",1.39420967200183,11.8318132967684,10.2253106567613,1.79369296815885e-09,1.3126303950592e-07,11.8038206359148
"3538","10892265","Ckb","24264","creatine kinase B",0.753815717217071,9.36120315040936,10.2028365735566,1.86284385505775e-09,1.34124757564158e-07,11.7654051986032
"2673","10845751","Grb14","58844","growth factor receptor bound protein 14",-1.17228175599776,6.42762933622117,-10.0767991649922,2.30554061208536e-09,1.63364020513477e-07,11.5488461412501
"899","10752262","LOC100361706","100361706","lambda-chain C1-region-like",-1.57272712080252,9.96069730983006,-10.0154381522932,2.55941105178774e-09,1.75772475925853e-07,11.4427225723227
"1380","10778137","Nefh","24587","neurofilament heavy",-1.12569361515033,6.59578513750228,-10.0178812021759,2.54876714230625e-09,1.75772475925853e-07,11.4469565239152
"1854","10803359","Dsc2","291760","desmocollin 2",1.03082147778798,7.1539683446453,9.99024355398684,2.67191378166176e-09,1.80718532141487e-07,11.3990165999897
"741","10744324","Slc2a4","25139","solute carrier family 2 member 4",-1.54094204675582,8.73962864149131,-9.96367793064938,2.79612215969081e-09,1.86296855535221e-07,11.352848757018
"1627","10791604","Dctd","290741","dCMP deaminase",1.20868307251256,7.81493914730079,9.82476270999703,3.55082256364238e-09,2.33101057707347e-07,11.1100279242789
"1198","10767565","Mfsd4a","498228","major facilitator superfamily domain containing 4A",-1.10386936845304,9.79278818777485,-9.72455791189503,4.22470437909972e-09,2.72375448112883e-07,10.9333997269219
"1285","10771883","Jchain","360922","joining chain of multimeric IgA and IgM",-2.29403708703446,8.96677908456932,-9.71827973973809,4.2711203781142e-09,2.72375448112883e-07,10.9222920341769
"138","10709200","Pde2a","81743","phosphodiesterase 2A",-0.78266414657096,11.3574829283331,-9.65466865811502,4.77241842583415e-09,2.76676309778229e-07,10.8094717189218
"277","10717331","Sgk1","29517","serum/glucocorticoid regulated kinase 1",-0.902375602477616,11.7813765278588,-9.68400716677267,4.53401915892078e-09,2.76676309778229e-07,10.8615688544967
"886","10751636","Muc20","303886","mucin 20, cell surface associated",1.28129591455553,10.8048892727447,9.66118419025673,4.71837228668109e-09,2.76676309778229e-07,10.8210507701679
"1413","10779428","Fhit","60398","fragile histidine triad diadenosine triphosphatase",-0.707999207081487,6.22002719685677,-9.66156026364282,4.7152722496655e-09,2.76676309778229e-07,10.8217189460484
"2477","10835242","Ptpa","362102","protein phosphatase 2 phosphatase activator",0.739645033629225,9.74821951155859,9.68223232678585,4.54808334480955e-09,2.76676309778229e-07,10.8584202692636
"2779","10851739","Slc35c2","311637","solute carrier family 35 member C2",0.794660358739302,8.99901679606393,9.68108639090513,4.55718804699224e-09,2.76676309778229e-07,10.8563871586069
"3946","10914614","Ccr2","60463","C-C motif chemokine receptor 2",1.39032023428004,12.0346731342163,9.66744898253621,4.66700560696827e-09,2.76676309778229e-07,10.8321792348372
"226","10714537","Smarca2","361745","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",0.617132167704575,9.14000739944888,9.639882724269,4.89746712870893e-09,2.76737889399451e-07,10.783175333142
"856","10750524","Mx2","286918","MX dynamin like GTPase 2",-1.70517806720033,7.09687590223142,-9.64544261641212,4.85005087372252e-09,2.76737889399451e-07,10.7930666490822
"431","10726269","Chst15","286974","carbohydrate sulfotransferase 15",-1.22084921910996,7.5804321375516,-9.61848337614003,5.08450812679777e-09,2.8028747033293e-07,10.7450688718067
"3267","10877507","Whrn","313255","whirlin",-0.657241589627185,8.62230730309699,-9.6183315507972,5.08586135684751e-09,2.8028747033293e-07,10.7447983076066
"3144","10870481","Plpp3","192270","phospholipid phosphatase 3",-1.04755452268304,7.4424916994122,-9.59080058660631,5.33754120250077e-09,2.90570535706871e-07,10.6956884225045
"2012","10812270","Mctp1","309928","multiple C2 and transmembrane domain containing 1",-1.4509485569458,8.4546286901684,-9.58326142972374,5.40869461509696e-09,2.90896539298709e-07,10.6822234944286
"1531","10785620","Commd6","498559","COMM domain containing 6",0.722882294006142,8.88063018412971,9.53752681211711,5.86198423283549e-09,3.11522590659257e-07,10.6003888063237
"1188","10767299","Zranb3","304761","zinc finger RANBP2-type containing 3",-0.84035707163093,7.47664753074892,-9.44131841945758,6.94911182064678e-09,3.64951001969026e-07,10.4273806025359
"3606","10896486","Ebag9","299864","estrogen receptor binding site associated, antigen, 9",-0.706458084533926,10.1638646396377,-9.30282451390635,8.89503097624224e-09,4.6171416602262e-07,10.1762742822452
"2807","10853691","C1galt1","65044","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",0.8997066712238,11.5718830338209,9.15953878493035,1.15120861406157e-08,5.9068910955987e-07,9.91390256714882
"3268","10877532","Tnfsf15","252878","TNF superfamily member 15",-1.48220837664143,8.75573941615163,-9.12114906168088,1.23410240552059e-08,6.26026492982264e-07,9.84315857577842
"1091","10762762","Ankrd13a","360823","ankyrin repeat domain 13a",-0.482220165546719,11.7073129025468,-9.09885067072765,1.28507255674107e-08,6.44557740819341e-07,9.80198010673757
"1055","10760760","LOC288521","288521","similar to Leukosialin precursor (Leucocyte sialoglycoprotein) (Sialophorin) (CD43) (W3/13 antigen)",1.20801488526212,7.11825870097213,9.06348313810022,1.37044326532146e-08,6.66565875620966e-07,9.73653495527402
"2308","10825464","Cd2","497761","Cd2 molecule",1.17966426405787,10.4746332243699,9.06911516236089,1.35646413369292e-08,6.66565875620966e-07,9.74696746358121
"3060","10866052","Klrc3","500338","killer cell lectin like receptor C3",1.72950994631503,9.50641629200536,9.06216086273184,1.37374687627977e-08,6.66565875620966e-07,9.73408503623017
"2840","10855387","Gimap4","286938","GTPase, IMAP family member 4",0.648777476286863,11.5973318501382,9.01959465132403,1.48463266195525e-08,7.12623677738522e-07,9.65509699669503
"1146","10765625","Cd244","64025","CD244 molecule",-1.30092207504273,9.16925287665347,-8.99461936579769,1.55397981294197e-08,7.37975094146058e-07,9.60864205915155
"3065","10866091","LOC690020","690020","similar to killer cell lectin-like receptor, subfamily A, member 17",-1.47610035542538,6.55129467541243,-8.94262510506509,1.70934590401665e-08,8.03212643740033e-07,9.51167042882437
"3345","10881885","Vamp3","29528","vesicle-associated membrane protein 3",0.669250255697342,9.02877569767854,8.91402504191961,1.80159540013672e-08,8.37741861063573e-07,9.45817974040231
"1724","10796226","Gata3","85471","GATA binding protein 3",1.03770263176311,8.73684935003743,8.8748485895888,1.93641847398272e-08,8.91151759573078e-07,9.38473453442251
"2203","10820327","Zcchc9","309986","zinc finger CCHC-type containing 9",0.782634578012555,8.02972568702965,8.85777583062438,1.99840835432692e-08,9.01100494314682e-07,9.35266490369869
"3170","10871984","Oscp1","362595","organic solute carrier partner 1",-0.772515808896305,6.16741672352285,-8.86160245042513,1.98433746690476e-08,9.01100494314682e-07,9.35985618241824
"2906","10859090","LOC689800","689800","similar to osteoclast inhibitory lectin",1.22740639545215,10.6744039370128,8.79612237601509,2.23994811017052e-08,9.99912836380122e-07,9.23653618585537
"3136","10869987","Hook1","313370","hook microtubule-tethering protein 1",0.661783498835134,5.37460352188825,8.71325364152248,2.61321739217966e-08,1.15499034046436e-06,9.07965945476542
"2812","10853816","Cav1","25404","caveolin 1",-1.03235474794556,6.50837626887331,-8.69510154569386,2.7032674476036e-08,1.18307704765711e-06,9.04517527736571
"3067","10866120","Ly49si1","494206","immunoreceptor Ly49si1",-1.47722385223357,7.04580425107428,-8.68054650151242,2.77779456882855e-08,1.20389077235443e-06,9.01749310251367
"3560","10893484","Ncln","314648","nicalin",0.712906666353833,8.59196351060495,8.67366835490702,2.81375131827273e-08,1.2077486427663e-06,9.00440184246627
"2185","10819523","Gbp2","171164","guanylate binding protein 2",-0.910956046560996,10.9108031947424,-8.6615067465838,2.87851402042785e-08,1.22377967497047e-06,8.98123919413269
"870","10750958","Trat1","498075","T cell receptor associated transmembrane adaptor 1",1.06660979204649,9.2466745303631,8.64854670550085,2.94923178262272e-08,1.242016101663e-06,8.95653433477813
"2844","10855416","Tmem176a","297077","transmembrane protein 176A",-1.40216414366312,8.08761483079643,-8.63676006719658,3.01511084170941e-08,1.25238469609038e-06,8.93404694750286
"4380","10938384","Pdk3","296849","pyruvate dehydrogenase kinase 3",-1.00118198653507,10.5687598958892,-8.63413971064069,3.02996297441222e-08,1.25238469609038e-06,8.92904514491404
"2687","10846762","Calcrl","25029","calcitonin receptor like receptor",-0.989967096057212,9.70774981388857,-8.57593958870927,3.38014422580099e-08,1.38430860770418e-06,8.81771663687144
"1468","10781849","Lmo7","361084","LIM domain 7",-0.818060582387031,6.94243592347781,-8.56072919135652,3.47840386596892e-08,1.41159953251684e-06,8.78854722300296
"1655","10792662","Arhgef10","306618","Rho guanine nucleotide exchange factor 10",-0.747237404707678,7.13425349986717,-8.52670968137125,3.70903620783913e-08,1.49163402088233e-06,8.72319572952706
"1609","10790563","Cdhr1","93662","cadherin-related family member 1",-1.04133236366957,7.70095786873373,-8.5090674214678,3.83482606824026e-08,1.51492597952429e-06,8.68924431197545
"4368","10937624","Mid1","54252","midline 1",1.56327412743148,6.85146076470404,8.51304317886965,3.80609805931568e-08,1.51492597952429e-06,8.69689902322277
"289","10718108","Ccr6","308163","C-C motif chemokine receptor 6",0.789253451911108,8.13286748902283,8.49913362187364,3.90759207859439e-08,1.52552271784222e-06,8.67010910355657
"2797","10853202","Phtf2","296762","putative homeodomain transcription factor 2",-0.770135355958594,8.52656194194872,-8.4961133943359,3.92999804103619e-08,1.52552271784222e-06,8.66428871557058
"213","10713857","Fads1","84575","fatty acid desaturase 1",-2.06208227188265,8.55967792508652,-8.47836509157625,4.06438378365207e-08,1.54163948789109e-06,8.63006077058476
"930","10754176","Cd80","25408","Cd80 molecule",0.923264421945818,11.1149844926298,8.48001767029696,4.0516722113478e-08,1.54163948789109e-06,8.63324957325939
"2520","10837351","Slc43a1","311168","solute carrier family 43 member 1",-0.933825600621652,8.24968799419192,-8.47697318934648,4.07512230222107e-08,1.54163948789109e-06,8.62737468470579
"1390","10778449","Sun3","498412","Sad1 and UNC84 domain containing 3",-0.946063975798975,5.95637564896573,-8.46952217406175,4.13310888735525e-08,1.55043681287007e-06,8.61299136047111
"4008","10917727","Neil1","367090","nei-like DNA glycosylase 1",1.34133388735249,8.56029189293309,8.45376014989039,4.25860966224064e-08,1.58420279435352e-06,8.58254019360778
"2100","10816311","Arhgef11","78966","Rho guanine nucleotide exchange factor 11",0.579630595225743,7.55314960846379,8.42947210784633,4.45978036017298e-08,1.64532723370349e-06,8.53555242813821
"3461","10888131","Kcng3","171011","potassium voltage-gated channel modifier subfamily G member 3",-1.47906450044075,8.18953321876086,-8.40215137797884,4.69788136142076e-08,1.71896249158871e-06,8.48260345042622
"3628","10897529","Lgals1","56646","galectin 1",-1.22788874051562,9.93448039428472,-8.39045168152719,4.80383656367241e-08,1.74344117237672e-06,8.45989832833853
"2558","10839075","Tmem62","311350","transmembrane protein 62",-0.73843870423147,9.91490780644122,-8.38103951354416,4.89087092591478e-08,1.74662782506268e-06,8.44161923226202
"3172","10872024","Col8a2","313592","collagen type VIII alpha 2 chain",0.646484773777672,6.60721566471916,8.38365410952755,4.86653111674145e-08,1.74662782506268e-06,8.44669815127993
"2089","10815873","Il12a","84405","interleukin 12A",-0.668961221623994,6.08689102033099,-8.37450718038614,4.95223445763385e-08,1.75450592213313e-06,8.4289260125716
"2304","10825328","Phgdh","58835","phosphoglycerate dehydrogenase",-0.755190225631864,8.95610506531698,-8.35706171019925,5.1200542768395e-08,1.79967892061508e-06,8.39499908090706
"2646","10843959","Vav2","296603","vav guanine nucleotide exchange factor 2",-0.689101884599271,8.35667957822308,-8.30864842683066,5.61733969276253e-08,1.95904721785093e-06,8.30063424808925
"1861","10803895","Mzb1","291675","marginal zone B and B1 cell-specific protein",-1.16937457888153,8.91603039631154,-8.27690375143297,5.97034281750455e-08,2.06601630522018e-06,8.23858849820975
"876","10751136","Sidt1","288109","SID1 transmembrane family, member 1",-0.812647735087044,9.42600519984039,-8.22828642828535,6.55613456061615e-08,2.25127574450696e-06,8.14330253571459
"2693","10847375","RGD1309540","295930","similar to hypothetical protein MGC40841; similar to hypothetical protein MGC4707",-0.824670280577993,7.75498737274401,-8.21028249178032,6.78789558213516e-08,2.31306609760697e-06,8.10793572934679
"898","10752244","LOC680329","680329","immunoglobulin lambda-like polypeptide 5-like",-1.26770857725631,7.3092758150576,-8.20159813782682,6.90270449590765e-08,2.33436915679786e-06,8.09086066706055
"892","10752007","Dgkg","25666","diacylglycerol kinase, gamma",-0.673453413068637,9.77333914315537,-8.15974072277728,7.48494290332105e-08,2.51223948273873e-06,8.00841889529116
"1670","10793771","Agtpbp1","290986","ATP/GTP binding protein 1",0.700124678495678,7.59129192734356,8.12883613600788,7.94729922546485e-08,2.64751818973695e-06,7.94739833869466
"4422","10940481","Rps9","81772","ribosomal protein S9",0.459203987821244,11.2927959651214,8.12128928106643,8.06463395222299e-08,2.6667056268684e-06,7.93247766915655
"2044","10813236","Selenop","29360","selenoprotein P",1.11307396497475,8.22859189378518,8.08302659648094,8.68772886957023e-08,2.85161924071776e-06,7.85671153951377
"1027","10758777","Oas1a","192281","2'-5' oligoadenylate synthetase 1A",-1.0879015267156,7.53193841232621,-8.02768916834356,9.67833609611442e-08,3.1535833819748e-06,7.74678559816967
"4359","10936925","Lancl3","302540","LanC like 3",1.4552723564891,6.6847534306109,8.0141880754492,9.93730733715732e-08,3.21450289515002e-06,7.71990344786071
"1018","10758351","Niacr1","353250","niacin receptor 1",-1.10756929648725,12.1006853184242,-8.01001574701045,1.00187811037158e-07,3.2175423630926e-06,7.71159091121421
"1235","10769752","Dusp12","64014","dual specificity phosphatase 12",-0.61467166461868,9.6813311918029,-7.99485468081294,1.03206994196646e-07,3.29082872924163e-06,7.68136571577034
"2216","10821370","Gzma","266708","granzyme A",-1.63605859965925,9.40661182273578,-7.9671712198751,1.08965187281408e-07,3.44979146116459e-06,7.62609574624729
"1282","10771669","Sdad1","289504","SDA1 domain containing 1",0.542061354066234,9.674438602346,7.95864656279458,1.10804487243602e-07,3.48331852855944e-06,7.60905545091504
"2399","10830624","Cd24","25145","CD24 molecule",-0.677637610740977,10.4648975046434,-7.91996020330484,1.19564113092276e-07,3.73240699890852e-06,7.53160033899602
"2407","10830888","Zfp57","361783","zinc finger protein 57",-0.819184586314203,6.23195011497952,-7.90830403329812,1.22341509310386e-07,3.79258678862196e-06,7.50822354603546
"2114","10816807","Pbxip1","310644","PBX homeobox interacting protein 1",0.479258536918469,9.56557396625844,7.9001401846602,1.24326438613306e-07,3.82671088082813e-06,7.49183977783601
"4151","10925127","Dgkd","368088","diacylglycerol kinase, delta",-0.561633703984038,10.8827400332435,-7.89676504759657,1.25156762679415e-07,3.82671088082813e-06,7.48506369200357
"3133","10869851","Focad","313346","focadhesin",-1.4128701992549,8.77623391834565,-7.87125885144141,1.31620012671433e-07,3.99695058887944e-06,7.43380647757339
"312","10719204","Ehd2","361512","EH-domain containing 2",-1.05635992384461,8.70863834662723,-7.86252631833032,1.33911353795054e-07,4.03905596852108e-06,7.41623739379699
"2183","10819489","Gbp5","362050","guanylate binding protein 5",-0.911989850817724,11.6338597916615,-7.85746334685326,1.3525868912453e-07,4.05231401511344e-06,7.4060464246228
"4230","10929153","Resp18","50561","regulated endocrine-specific protein 18",0.696166729803221,6.91525617125925,7.8341508324623,1.41645821652666e-07,4.21537965238334e-06,7.35907729057074
"968","10756120","RGD1559710","288386","similar to DC-SIGN",-1.43298129277766,6.12697185026628,-7.82296423923408,1.44820677405472e-07,4.28132121813263e-06,7.33651290996261
"1195","10767507","Rassf5","54355","Ras association domain family member 5",-0.668840650483785,11.4598366466038,-7.81712774674798,1.46506250128451e-07,4.30265724061451e-06,7.32473345862183
"1728","10796418","Olah","64669","oleoyl-ACP hydrolase",1.27316434356398,7.82577351265364,7.78963685534375,1.54722738301112e-07,4.51426342337363e-06,7.26918829934334
"3830","10907992","Ccdc82","300359","coiled-coil domain containing 82",0.674681946554749,9.00371860318377,7.75539714511957,1.65627074106314e-07,4.80103414812068e-06,7.19986439745988
"3766","10905239","Foxred2","315112","FAD-dependent oxidoreductase domain containing 2",-0.638540303605078,7.01355199315874,-7.72706910906444,1.75248160515893e-07,5.04714702285772e-06,7.14238991229692
"2217","10821377","Gzmk","29165","granzyme K",-1.12265042759796,11.1138960642972,-7.70093761266934,1.8463568572942e-07,5.28342116087263e-06,7.08927584246683
"233","10714900","Ifit2","294091","interferon-induced protein with tetratricopeptide repeats 2",-1.08053725712643,8.41331625697855,-7.67324494817062,1.95152976406979e-07,5.53354314957032e-06,7.03288793384756
"3536","10892167","Wdr25","314443","WD repeat domain 25",-0.569047570129193,8.26992920161868,-7.67144997917263,1.95855693914003e-07,5.53354314957032e-06,7.02922943740067
"3470","10888801","Gpn1","688393","GPN-loop GTPase 1",-0.579262760659775,9.29695716389902,-7.61367780721013,2.199272711801e-07,6.17456187766016e-06,6.91124621893836
"1320","10774115","Ramp3","56820","receptor activity modifying protein 3",0.951764795801871,10.4733427211981,7.60060355342987,2.25787075553114e-07,6.29945940793187e-06,6.88448327695626
