"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"737","10744171","Tnfsf12","360548","TNF superfamily member 12",0.366693325562908,8.18005929698315,3.49524214609501,0.00223192348036473,0.73917573333895,-3.26418121758741
"920","10753861","Retnlg","288135","resistin-like gamma",1.48380139086854,9.37170643624802,2.77102092296676,0.0116565185339417,0.73917573333895,-3.70650547884057
"951","10755088","Rtp4","360733","receptor (chemosensory) transporter protein 4",0.543976918817018,6.72669370421967,2.76649489792595,0.0117740140746778,0.73917573333895,-3.70928768295919
"956","10755544","B3gnt5","116740","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",-0.587604706428341,9.1626302117055,-3.37120498050487,0.00297806983389261,0.73917573333895,-3.33883037521636
"1041","10759752","Rfc3","288414","replication factor C subunit 3",-0.446633510588891,8.95581993286878,-3.82578711704765,0.00102867871941988,0.73917573333895,-3.06946350208126
"1100","10763149","Oas2","363938","2'-5' oligoadenylate synthetase 2",0.383099030164728,6.61151591548102,3.14063546582947,0.00506593430818468,0.73917573333895,-3.47924780340826
"1200","10767716","Lax1","498232","lymphocyte transmembrane adaptor 1",-0.429683275221194,11.3870742956298,-3.56755700789354,0.00188523192540305,0.73917573333895,-3.22102074059037
"1209","10768323","Ro60","304833","Ro60, Y RNA binding protein",-0.334630601623664,8.4138172663549,-2.79389634995827,0.0110795671893273,0.73917573333895,-3.69243940835247
"1211","10768346","Rgs1","54289","regulator of G-protein signaling 1",0.427100030107125,9.97282475704967,3.02435521098341,0.00660268638626574,0.73917573333895,-3.55061836989922
"1321","10774163","LOC688553","688553","hypothetical protein LOC688553",-0.47736327707374,8.95368946075275,-2.9399153653792,0.00799144513716157,0.73917573333895,-3.60256689455032
"1462","10781566","Kctd4","691835","potassium channel tetramerization domain containing 4",0.375943591816246,5.53993044700978,3.06041091264131,0.00608343344492444,0.73917573333895,-3.52846173278962
"1508","10784117","Gjb2","394266","gap junction protein, beta 2",0.521725048982706,8.74263358795874,2.75279636560305,0.0121365381722127,0.73917573333895,-3.71770644249205
"1553","10786969","Glud1","24399","glutamate dehydrogenase 1",-0.272775408184289,10.9456401871913,-2.86368363002088,0.00948310291986949,0.73917573333895,-3.64949555299112
"1580","10788569","Rbpms","498642","RNA binding protein, mRNA processing factor",0.300130743991302,10.2190987309589,3.05742155020454,0.0061249387052928,0.73917573333895,-3.53029796100263
"1723","10796149","Pfkfb3","117276","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",-0.30855564971859,10.3445105603709,-2.90521719827192,0.00864011581075747,0.73917573333895,-3.62392679495261
"1785","10798856","Cul2","361258","cullin 2",-0.288503615927921,8.65766385821201,-2.79883293415571,0.0109586827696173,0.73917573333895,-3.68940306315003
"1864","10804013","Slc25a2","291640","solute carrier family 25 member 2",-0.35676871662713,8.15039392437272,-2.91771726087741,0.00840081045970771,0.73917573333895,-3.61623149944614
"1875","10805052","Rnmt","291534","RNA (guanine-7-) methyltransferase",-0.469309673159128,9.12635481294427,-2.84426635381192,0.00990371193572696,0.73917573333895,-3.66144747274714
"2114","10816807","Pbxip1","310644","PBX homeobox interacting protein 1",-0.264885587359498,9.56557396625844,-3.08750927508704,0.00571939514370681,0.73917573333895,-3.51182362521711
"2146","10818059","Rsbn1","310749","round spermatid basic protein 1",-0.323244469358315,10.3026444283693,-2.78246508465355,0.0113643908023287,0.73917573333895,-3.69946932657231
"2148","10818108","Rhoc","295342","ras homolog family member C",0.302736455992292,8.24492920573935,2.92678373316491,0.00823123470912111,0.73917573333895,-3.61065020192075
"2170","10818983","Tifa","310877","TRAF-interacting protein with forkhead-associated domain",-0.429072360016994,8.96916020400688,-3.05910250614268,0.0061015662051176,0.73917573333895,-3.52926540853249
"2247","10822950","Ankrd50","294988","ankyrin repeat domain 50",-0.292888758539817,8.41842981279909,-3.25455766335192,0.00389983053830275,0.73917573333895,-3.40964170634682
"2262","10823591","Trim59","365813","tripartite motif-containing 59",-0.531712878948722,9.47408751997821,-2.91965671151288,0.00836425600290849,0.73917573333895,-3.61503756015211
"2328","10826837","Cyp2u1","310848","cytochrome P450, family 2, subfamily u, polypeptide 1",-0.344195703370698,9.07583909997726,-3.25115815276594,0.00393049765453615,0.73917573333895,-3.41171299267784
"2431","10832228","Cstb","25308","cystatin B",0.424156707806885,9.99224606204062,2.98977318692825,0.00714075180333336,0.73917573333895,-3.57188569734825
"2442","10833013","Unc5b","60630","unc-5 netrin receptor B",-0.312179832010761,7.89654742708667,-2.76444993293464,0.0118274704808585,0.73917573333895,-3.71054464935436
"2497","10836404","Tank","252961","TRAF family member-associated NFKB activator",0.32100908157272,11.4267259547231,3.09340981742631,0.00564297005110729,0.73917573333895,-3.50820257945587
"2529","10837832","Acp2","24162","acid phosphatase 2, lysosomal",0.513690849238454,9.28958739197381,3.29918445365401,0.00351825949720728,0.73917573333895,-3.38248891670429
"2543","10838354","Lgr4","286994","leucine-rich repeat-containing G protein-coupled receptor 4",-0.494090435046844,6.69755605721989,-3.18676775941736,0.00455775121082125,0.73917573333895,-3.45101569112531
"2568","10839443","Slc27a2","65192","solute carrier family 27 member 2",0.765448955849861,6.99000079128992,3.48522362550792,0.00228465514448069,0.73917573333895,-3.2701826833153
"2646","10843959","Vav2","296603","vav guanine nucleotide exchange factor 2",-0.376477108393594,8.35667957822308,-3.20974492785567,0.00432348247128373,0.73917573333895,-3.43697612946499
"2716","10849125","Ell3","296102","elongation factor for RNA polymerase II 3",-0.483548309243519,7.51711005095144,-3.2444226657325,0.00399195451389635,0.73917573333895,-3.41581800914
"2780","10851791","Zfp334","311639","zinc finger protein 334",0.427481876079826,6.4478144746963,2.75628949116598,0.0120430983106328,0.73917573333895,-3.71555994058233
"2787","10852050","Zfp217","311764","zinc finger protein 217",-0.297766115158442,9.72522754863767,-2.79966967676354,0.0109383181852533,0.73917573333895,-3.68888838074833
"2846","10855449","Gpnmb","113955","glycoprotein nmb",0.718891759397779,10.4652926344823,2.8955092796213,0.00883046673904661,0.73917573333895,-3.62990329862106
"2854","10855853","Ppm1k","312381","protein phosphatase, Mg2+/Mn2+ dependent, 1K",-0.389435804363529,10.1731248387233,-2.96383401720694,0.00757182994095417,0.73917573333895,-3.58784574819871
"3104","10868142","Gabrr2","29695","gamma-aminobutyric acid type A receptor rho 2 subunit",0.344841591761364,6.90261722811316,2.92340458532963,0.00829404902105754,0.73917573333895,-3.61273037000737
"3328","10880627","Grhl3","298555","grainyhead-like transcription factor 3",-0.587882408316839,7.68334935257968,-4.15011957104901,0.000478973449026998,0.73917573333895,-2.88581078830768
"3329","10880658","Pithd1","298557","PITH domain containing 1",-0.454618335320118,9.21975483026423,-3.05922026999233,0.00609993201837331,0.73917573333895,-3.5291930720795
"3370","10883311","Kif3c","85248","kinesin family member 3C",-0.362145929588548,7.94964443840958,-2.74340893456564,0.0123910784448748,0.73917573333895,-3.72347394395284
"3420","10885851","Acot2","192272","acyl-CoA thioesterase 2",-0.307525530738763,10.4377373936159,-2.77539793154503,0.0115439544073337,0.73917573333895,-3.70381459798035
"3477","10889269","Lpin1","313977","lipin 1",-0.288172212071563,9.34725648364185,-3.07317578892088,0.00590924182624654,0.73917573333895,-3.52062257806843
"3524","10891402","Dio2","65162","iodothyronine deiodinase 2",0.355665991738578,5.6766635772452,2.82054230111825,0.0104418554682521,0.73917573333895,-3.67604727402411
"3580","10894552","Nuak1","299694","NUAK family kinase 1",-0.479926971002516,9.77203749476408,-3.34558816911503,0.00316020059063086,0.73917573333895,-3.3543348887158
"3596","10895589","Cpm","314855","carboxypeptidase M",-0.488350591768935,9.47832068024469,-2.77864013664452,0.0114612427056715,0.73917573333895,-3.7018211963758
"3620","10897116","Zfp623","102547932","zinc finger protein 623",-0.34628773674241,7.66422436247507,-3.10198231686093,0.00553369663807084,0.73917573333895,-3.50294305083282
"3652","10898245","Parvg","689069","parvin, gamma",0.31252260651925,10.2781085826252,2.9897932843007,0.00714042715999015,0.73917573333895,-3.5718733340107
"3710","10901555","Dram1","679937","DNA-damage regulated autophagy modulator 1",0.415586200070242,10.3219141829797,3.31007164730419,0.0034308501183501,0.73917573333895,-3.37587584846556
"3848","10908960","Rpusd4","315550","RNA pseudouridine synthase D4",-0.362462226198466,7.83370536382697,-2.76181427056097,0.0118967089436267,0.73917573333895,-3.71216460291951
"4004","10917385","Atm","300711","ATM serine/threonine kinase",-0.337605783990437,8.86484109407803,-3.38299296056505,0.00289775111723514,0.73917573333895,-3.33170520461573
"4007","10917645","Scaper","117521","S-phase cyclin A-associated protein in the ER",-0.333038147955186,8.78162096539932,-3.34897044469682,0.00313554283105089,0.73917573333895,-3.35228619025523
"4039","10919146","Cep162","300880","centrosomal protein 162",-0.309477482630748,7.41349645966278,-2.80342688414899,0.0108473198002165,0.73917573333895,-3.68657721988895
"4048","10919422","Pxylp1","315939","2-phosphoxylose phosphatase 1",-0.378233331555878,8.55462601423905,-2.86182507147549,0.00952261018392981,0.73917573333895,-3.65063962443876
"4139","10924286","Slc11a1","316519","solute carrier family 11 member 1",0.51054934475567,10.6108037148441,3.35336970110569,0.00310375245808543,0.73917573333895,-3.34962220374421
"4144","10924672","Acsl3","114024","acyl-CoA synthetase long-chain family member 3",-0.290090353780798,9.95811845348428,-2.74239230353759,0.0124189471327109,0.73917573333895,-3.72409845591841
"4151","10925127","Dgkd","368088","diacylglycerol kinase, delta",-0.336758433248285,10.8827400332435,-3.34810860405103,0.00314180796809251,0.73917573333895,-3.35280817579894
"4168","10926113","Kat2b","301164","lysine acetyltransferase 2B",-0.390009164639187,8.81299272870228,-2.93659005946002,0.00805152399285584,0.73917573333895,-3.60461375381952
"4198","10927603","Chst10","140568","carbohydrate sulfotransferase 10",-0.4678448370439,7.43408050703181,-3.74039587324995,0.00125735610617014,0.73917573333895,-3.11910325819872
"4334","10935372","Rbmx2","367930","RNA binding motif protein, X-linked 2",-0.335813739078086,6.22269035780541,-2.85414502869275,0.00968754154253753,0.73917573333895,-3.65536707310531
"4413","10940456","Prkacb","293508","protein kinase cAMP-activated catalytic subunit beta",-0.407889212586271,10.2657393205382,-3.85977902811886,0.000949596178668109,0.73917573333895,-3.0498443342517
"4461","10940686","Acp5","25732","acid phosphatase 5, tartrate resistant",-0.416959037530583,11.2649042746256,-3.02842426168239,0.00654200979770926,0.73917573333895,-3.5481169413993
"809","10747640","Brca1","497672","BRCA1, DNA repair associated",-0.238819163576079,5.75183192443967,-2.72885223041635,0.0127958472150777,0.751587657475089,-3.73241426520641
"830","10748870","Cd300lf","287818","Cd300 molecule-like family member F",0.599216673869369,6.32144898144463,2.71967575922201,0.0130574349365764,0.756992072167234,-3.73804811074217
"2548","10838745","Knl1","311327","kinetochore scaffold 1",-0.372215175657721,7.4227905710463,-2.71362654216351,0.0132326449631868,0.757314450200843,-3.74176105698969
"80","10706297","Siglec5","292843","sialic acid binding Ig-like lectin 5",0.534473494489238,8.02189712867036,2.70254375876121,0.0135594526362713,0.766194893269809,-3.74856151724163
"305","10718924","Ncr1","117547","natural cytotoxicity triggering receptor 1",0.670333006533945,7.63460173982413,2.65692209615168,0.0149870751192076,0.769040422803616,-3.77652413152573
"324","10719847","Ceacam1","81613","CEA cell adhesion molecule 1",0.484826250016598,11.5031046248289,2.63632731921416,0.015677123314321,0.769040422803616,-3.78912856283903
"486","10729525","Rfx3","361746","regulatory factor X3",-0.309471870154667,8.28641273649786,-2.64878379961135,0.0152562525762503,0.769040422803616,-3.78150643614622
"856","10750524","Mx2","286918","MX dynamin like GTPase 2",0.670891165304369,7.09687590223142,2.68342522989366,0.0141412844462915,0.769040422803616,-3.76028613360171
"875","10751115","Boc","360715","BOC cell adhesion associated, oncogene regulated",0.281035030084925,6.87739376653304,2.63932341560638,0.0155749027232697,0.769040422803616,-3.78729567943431
"1198","10767565","Mfsd4a","498228","major facilitator superfamily domain containing 4A",-0.424207489597038,9.79278818777485,-2.64250318191264,0.0154671047197954,0.769040422803616,-3.78535013443585
"1334","10775268","Lrrc8d","305131","leucine rich repeat containing 8 VRAC subunit D",-0.299119365798973,9.87615969628652,-2.65207228184401,0.0151469388459615,0.769040422803616,-3.77949344170564
"2189","10819690","Mcoln2","292168","mucolipin 2",-0.278881776037542,8.41120166915197,-2.65334138898707,0.0151049503649581,0.769040422803616,-3.77871649307251
"2572","10839751","Polr1b","83582","RNA polymerase I subunit B",-0.253441045486364,9.33049139127025,-2.65721532287406,0.0149774608710668,0.769040422803616,-3.77634458126724
"3241","10875941","Zfp292","50552","zinc finger protein 292",-0.336952371383665,10.2610287886217,-2.68580420492404,0.0140676171169217,0.769040422803616,-3.75882768473164
"3476","10889263","Trib2","313974","tribbles pseudokinase 2",-0.329677119517417,9.9987608755122,-2.6515458589548,0.0151643879435727,0.769040422803616,-3.77981570464538
"3784","10906024","Cerk","300129","ceramide kinase",-0.271335687310911,11.2380240885514,-2.6754607807458,0.0143905805776921,0.769040422803616,-3.76516776122691
"2493","10836053","Zeb2os","103691779","zinc finger E-box binding homeobox 2, opposite strand",0.368458067746944,7.19602269533219,2.63118418935461,0.0158540754343177,0.769267312378197,-3.7922742592295
"129","10708665","Rab30","308821","RAB30, member RAS oncogene family",-0.374301594497124,8.77348484696994,-2.6054349023062,0.0167687042450844,0.781006255346146,-3.80801038085248
"233","10714900","Ifit2","294091","interferon-induced protein with tetratricopeptide repeats 2",0.520441658271967,8.41331625697855,2.61334273427385,0.0164826481423818,0.781006255346146,-3.80318004405862
"382","10723656","Ankrd42","293117","ankyrin repeat domain 42",-0.310944846893035,7.94257023232074,-2.61311113863088,0.0164909600087051,0.781006255346146,-3.80332153998971
"591","10735876","Smyd4","287525","SET and MYND domain containing 4",-0.341069999464965,7.15424692604656,-2.59136704409127,0.0172891934381474,0.781006255346146,-3.81659799481447
"2179","10819338","Lamtor3","362045","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",0.328639613947885,10.3711906084762,2.59594015841163,0.0171183481415843,0.781006255346146,-3.81380715472174
"2878","10857546","Itpr1","25262","inositol 1,4,5-trisphosphate receptor, type 1",-0.271793731583552,9.80987414892242,-2.5858968984436,0.0174956598419835,0.781006255346146,-3.8199352546269
"4015","10918258","Hacd3","300783","3-hydroxyacyl-CoA dehydratase 3",-0.468599076931751,10.1063083832727,-2.58758511181397,0.0174316931446639,0.781006255346146,-3.81890541798487
"4174","10926277","Trem1","301229","triggering receptor expressed on myeloid cells 1",0.374087543081819,12.3899227859857,2.59224038665283,0.017256442984954,0.781006255346146,-3.81606507808708
"3763","10905177","LOC100910885","100910885","apolipoprotein L3-like",0.53927136844728,6.21945150773797,2.5797950555129,0.0177287072300226,0.78357375321605,-3.8236565774682
"2595","10840700","Pygb","25739","glycogen phosphorylase B",-0.2826033407555,9.40885602562915,-2.57016494679153,0.0181024613596497,0.790456435327936,-3.82952676151004
"3841","10908521","Ldlr","300438","low density lipoprotein receptor",0.506110049410609,9.62739008574669,2.56670417845933,0.0182385781448874,0.790456435327936,-3.83163543545132
"23","10702660","Akap12","83425","A-kinase anchoring protein 12",-0.261391125979523,6.89785489389691,-2.54627750775044,0.0190617859394057,0.791879903067771,-3.84407160071652
"206","10713518","RGD1560108","499309","similar to RIKEN cDNA 2700081O15",-0.276607189994944,8.14198879739478,-2.2863754110612,0.0330599825269854,0.791879903067771,-4.00033749504715
"234","10714903","Ifit3","309526","interferon-induced protein with tetratricopeptide repeats 3",1.00769665576452,10.033636175162,2.50629935498967,0.0207748181007469,0.791879903067771,-3.86835828564729
"247","10715875","As3mt","140925","arsenite methyltransferase",-0.267706381672657,7.82012539866728,-2.3965229338794,0.0262477267821598,0.791879903067771,-3.93462334841752
"332","10720215","Zfp36","79426","zinc finger protein 36",0.28693912708202,12.2216857728823,2.29204184862,0.0326731361684548,0.791879903067771,-3.99697894625557
"358","10722208","Mrgprx3","252960","MAS related GPR family member X3",0.55888055502888,7.0837572356496,2.53719697480782,0.0194388300340975,0.791879903067771,-3.84959433804937
"368","10722830","Sv2b","117556","synaptic vesicle glycoprotein 2b",-0.470403906238069,10.0511773835586,-2.42091368408842,0.0249268761788359,0.791879903067771,-3.9199600399662
"413","10725242","Itpripl2","499253","ITPRIP like 2",0.303999564412578,8.10278202373609,2.29733606128508,0.0323154683630021,0.791879903067771,-3.9938387122121
"469","10728631","Fads2","83512","fatty acid desaturase 2",-0.380701449047098,8.387489279123,-2.26870636457904,0.0342934348372427,0.791879903067771,-4.0107934107193
"476","10729009","Dtx4","293774","deltex E3 ubiquitin ligase 4",-0.346920929740147,8.13105009681811,-2.26990485364538,0.0342084522865569,0.791879903067771,-4.01008499745516
"494","10729913","Myof","309499","myoferlin",0.333201863994013,8.90469792774244,2.32086081064039,0.0307693569416298,0.791879903067771,-3.97985877923196
"537","10732926","Rnf145","287212","ring finger protein 145",-0.212763741751614,11.9793443289298,-2.39354939348838,0.0264131265149551,0.791879903067771,-3.93640843352409
"557","10733938","Hist3h2ba","303175","histone cluster 3, H2ba",0.306582300402084,7.72096142246192,2.45578201513344,0.0231457115406399,0.791879903067771,-3.89893593880933
"566","10734198","Map2k3","303200","mitogen activated protein kinase kinase 3",0.301814976855734,11.1466383793558,2.27492402115106,0.0338546489637315,0.791879903067771,-4.00711693473053
"579","10734822","Slc25a35","497933","solute carrier family 25, member 35",-0.37534645144149,6.98168497085061,-2.36399578833832,0.0281103750345793,0.791879903067771,-3.95411860425387
"608","10736802","Slfn4","114247","schlafen 4",0.430273796375102,11.771870340218,2.31123755298118,0.0313933939874781,0.791879903067771,-3.98558267879486
"646","10738538","Hrob","303566","homologous recombination factor with OB-fold",-0.209612205217948,7.47489163397145,-2.28403625818694,0.0332209004831119,0.791879903067771,-4.00172318150714
"658","10739457","Cd300a","501736","Cd300a molecule",0.634407242674756,8.93889928579621,2.50518149167857,0.0208247291655179,0.791879903067771,-3.86903631749061
"686","10741741","Fam234a","360502","family with sequence similarity 234, member A",-0.272123212415351,7.96267862237633,-2.39380875539223,0.0263986613977711,0.791879903067771,-3.93625275515805
"697","10742219","Ublcp1","360514","ubiquitin-like domain containing CTD phosphatase 1",-0.317025470225445,9.46648024456355,-2.52307166970177,0.0200392789389714,0.791879903067771,-3.85817801954602
"721","10743168","Pld6","287366","phospholipase D family, member 6",0.285570092771994,6.84202823025683,2.44305870002266,0.0237814419869496,0.791879903067771,-3.90661566964622
"724","10743357","Rras2","365355","RAS related 2",-0.271152262114786,10.9268163907416,-2.29739810843849,0.0323112980079265,0.791879903067771,-3.99380189615772
"735","10744127","Cd68","287435","Cd68 molecule",0.369171623454125,11.0827992753219,2.29481962423381,0.0324850228297899,0.791879903067771,-3.99533159976684
"763","10745424","Ssh2","303342","slingshot protein phosphatase 2",-0.230727983831576,11.9276238548663,-2.45524625213175,0.0231721586455422,0.791879903067771,-3.89925950559629
"820","10748306","Icam2","360647","intercellular adhesion molecule 2",0.277481889340776,8.8371665967621,2.39594508243294,0.026279793651708,0.791879903067771,-3.93497029035838
"896","10752205","Klhl6","287974","kelch-like family member 6",-0.279106914539639,11.1539233004805,-2.32000595470138,0.0308243251653972,0.791879903067771,-3.98036752974624
"911","10753172","Donson","288257","downstream neighbor of SON",-0.241684054662311,10.779579692723,-2.28401065616833,0.0332226657059585,0.791879903067771,-4.00173834540067
"954","10755206","Vps8","287990","VPS8 subunit of CORVET complex",-0.208088087862969,9.33164853388441,-2.32587993754674,0.0304484408461352,0.791879903067771,-3.97687064161133
"1087","10762442","Fbxo21","360818","F-box protein 21",-0.214608367247292,8.67009924318685,-2.45467809939414,0.023200235405513,0.791879903067771,-3.89960261633261
"1124","10764404","Zbtb41","289052","zinc finger and BTB domain containing 41",-0.326812864861674,8.41836673628572,-2.43511243047437,0.0241866977785573,0.791879903067771,-3.91140732117122
"1131","10764918","Astn1","304900","astrotactin 1",-0.49599351128236,7.3156947225108,-2.30204594787077,0.0320003089081646,0.791879903067771,-3.99104321410416
"1172","10766869","Cd34","305081","CD34 molecule",0.304021605739391,6.27729168917779,2.44742138161691,0.023561646169243,0.791879903067771,-3.9039834045503
"1207","10768093","Camsap2","289400","calmodulin regulated spectrin-associated protein family, member 2",-0.244220191214806,10.0764441958816,-2.45755066643492,0.0230586045491523,0.791879903067771,-3.89786767314123
"1229","10769488","Xcl1","171371","X-C motif chemokine ligand 1",1.1123998622103,9.22052685590871,2.30547889261387,0.0317723809616301,0.791879903067771,-3.98900453950217
"1266","10770807","G0s2","289388","G0/G1switch 2",0.551935612671153,10.4944920315084,2.4265739924308,0.0246293145029626,0.791879903067771,-3.91655194746071
"1294","10772653","Apbb2","305338","amyloid beta precursor protein binding family B member 2",-0.257726488988517,10.9739486040299,-2.41795943778163,0.0250835052190473,0.791879903067771,-3.92173803611573
"1390","10778449","Sun3","498412","Sad1 and UNC84 domain containing 3",-0.368007168483045,5.95637564896573,-2.3295910239315,0.0302131479313518,0.791879903067771,-3.97466004055711
"1451","10781290","Entpd4","361063","ectonucleoside triphosphate diphosphohydrolase 4",-0.299286907042209,9.69008562441731,-2.54493789131251,0.0191169748057927,0.791879903067771,-3.84488657373972
"1544","10786624","Nt5dc2","290558","5'-nucleotidase domain containing 2",-0.414221541595934,6.33817326355226,-2.30683065211873,0.0316830428246265,0.791879903067771,-3.98820153836647
"1598","10789670","Lig4","290907","DNA ligase 4",-0.28095781540884,8.31563493757996,-2.29883412343871,0.0322149178790532,0.791879903067771,-3.99294974342944
"1728","10796418","Olah","64669","oleoyl-ACP hydrolase",0.530824905458022,7.82577351265364,2.29651368552144,0.0323707892485044,0.791879903067771,-3.99432664523216
"1792","10799435","Prkcq","85420","protein kinase C, theta",-0.276180245150879,12.0608620423462,-2.51050881637397,0.0205878745413711,0.791879903067771,-3.86580452738204
"1922","10807758","Zfp821","307834","zinc finger protein 821",-0.314774078654839,9.08103545923674,-2.44921441298854,0.0234718617663968,0.791879903067771,-3.90290124930414
"2022","10812667","Gfm2","294672","G elongation factor, mitochondrial 2",-0.323914443861937,7.30877171111566,-2.27406147662461,0.0339152099910009,0.791879903067771,-4.0076271443535
"2048","10813578","Nadk2","365699","NAD kinase 2, mitochondrial",-0.27617210904832,9.35822772265306,-2.46807115073691,0.0225467530650442,0.791879903067771,-3.89150976172439
"2075","10815049","Spry1","294981","sprouty RTK signaling antagonist 1",0.38088588566921,8.86947645772327,2.27268396632782,0.0340121341689211,0.791879903067771,-4.00844183801266
"2125","10817183","S100a11","445415","S100 calcium binding protein A11",0.441263697429847,11.6712817620655,2.27306724509833,0.0339851404559106,0.791879903067771,-4.00821517315724
"2218","10821383","Snx18","310097","sorting nexin 18",0.333639402409618,9.23811517152343,2.37330154138436,0.027565350948029,0.791879903067771,-3.94854836680716
"2246","10822837","Anxa5","25673","annexin A5",0.381039065436552,10.7133705504197,2.27991312875577,0.0335062980050898,0.791879903067771,-4.00416459831825
"2251","10823254","Nbea","361948","neurobeachin",-0.234466615519391,5.35359432692354,-2.40131376451603,0.0259832633957144,0.791879903067771,-3.9317461151955
"2280","10824339","Rab25","310632","RAB25, member RAS oncogene family",-0.289871036296923,8.07737520570756,-2.43456933114532,0.0242146290339592,0.791879903067771,-3.91173467991217
"2299","10825153","Fcgr1a","295279","Fc fragment of IgG receptor Ia",0.611079267732874,10.6602220675068,2.50459742854464,0.0208508514068282,0.791879903067771,-3.86939055264926
"2306","10825443","Cd101","310727","CD101 molecule",0.404236520324883,9.26866752493464,2.46420729381591,0.0227334960172074,0.791879903067771,-3.89384552962259
"2335","10827043","Rap1gds1","310909","Rap1 GTPase-GDP dissociation stimulator 1",-0.271188527059062,10.3980688028062,-2.33049907002547,0.0301558314489232,0.791879903067771,-3.97411898523039
"2389","10830216","Pkib","24678","cAMP-dependent protein kinase inhibitor beta",-0.306197417516174,10.6506402330902,-2.54497606783402,0.0191153999536151,0.791879903067771,-3.84486334962552
"2403","10830820","Olr1718","405205","olfactory receptor 1718",0.334471134329716,4.95609844991153,2.26499531171145,0.0345578088874258,0.791879903067771,-4.01298621420051
"2634","10843132","Polr3k","366277","RNA polymerase III subunit K",-0.211859786524768,8.55877898067937,-2.46960714633426,0.0224729158321675,0.791879903067771,-3.89058100306691
"2690","10847238","Olr731","295919","olfactory receptor 731",0.32416999457168,5.95870778671225,2.41236403492264,0.0253826745579524,0.791879903067771,-3.92510414011127
"2737","10850104","Slc23a2","50622","solute carrier family 23 member 2",-0.287291106198412,11.4639237720115,-2.32837006532379,0.030290374154346,0.791879903067771,-3.97538744751933
"2812","10853816","Cav1","25404","caveolin 1",-0.404500331016918,6.50837626887331,-2.4090709034717,0.0255602952133997,0.791879903067771,-3.92708433494802
"2861","10856265","Cd8b","24931","CD8b molecule",-0.321140769530093,10.4277411244114,-2.27649443250819,0.0337446421131784,0.791879903067771,-4.00618785319792
"2909","10859119","Clec12a","680338","C-type lectin domain family 12, member A",0.489480864024603,9.21932088956203,2.53447031772219,0.0195534060967238,0.791879903067771,-3.85125197306428
"3005","10863277","Tcf7l1","312451","transcription factor 7 like 1",0.268830775829995,7.79837830157616,2.50417010622107,0.0208699828366538,0.791879903067771,-3.86964971378361
"3007","10863430","Hk2","25059","hexokinase 2",-0.272364517256705,9.23484309458305,-2.43990438201418,0.023941547644521,0.791879903067771,-3.90851817984951
"3121","10869151","Tmem38b","362521","transmembrane protein 38B",0.334899078536255,8.72985698894959,2.31685653043075,0.0310276190368684,0.791879903067771,-3.9822413718629
